課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Business Strategies for A Better World,4.7 out of 5 stars,1.8K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/wharton-global-business-strategy,,"Project Scoping, Entrepreneurship, Governance, Return On Investment, Socioeconomics, Environmental Social And Corporate Governance (ESG), Demography, Market Trend, Ethical Standards And Conduct, Philanthropy, Corporate Sustainability, International Relations",Global Trends for Business and Society | Corruption | Social Entrepreneurship | Business Strategies for Social Impact,"Christopher Geczy, Katherine Klein, Ian ""Mac"" MacMillan, Mauro Guillen, James D. Thompson, Philip Nichols, University of Pennsylvania",Starts Jul 17,1 month,at 10 hours. a week
3D Printing and Additive Manufacturing,4.6 out of 5 stars,2.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/3d-printing-additive-manufacturing,,"3D Modeling, Hardware Troubleshooting, Design Thinking, Prototyping, Visualization (Computer Graphics), Hardware Design, Augmented and Virtual Reality (AR/VR), Mechanical Design, Computer Hardware, Computer Graphics, Control Systems, Graphical Tools",The 3D Printing Revolution | 3D Printing Applications | 3D Printing Software | 3D Printing Hardware,"Vishal Sachdev, Jeffrey Smith, Matthew Griffin, Alex Larson, Aric Rindfleisch, University of Illinois Urbana-Champaign",Starts Jul 17,2 months,at 10 hours. a week
Object-Oriented Design,4.7 out of 5 stars,2.4K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/object-oriented-design,4 modules,"Maintainability, Android Development, Java, Conceptual Design, Software Architecture, Unified Modeling Language, Technical Design, Object Oriented Design, Object Oriented Programming (OOP), Software Design",Object-Oriented Analysis and Design | Object-Oriented Modeling | Design Principles | Capstone Challenge,"Kenny Wong, University of Alberta",Starts Jul 17,Flexible schedule,Approx. 17 hours.Learn at your own pace
Principles of Sustainable Finance,4.7 out of 5 stars,1.9K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/sustainable-finance,9 modules,"Economics, Policy, and Social Studies, Environmental Social And Corporate Governance (ESG), Investment Management, Finance, Risk Management, Asset Management, Stakeholder Engagement, Corporate Sustainability, Business Strategy, Banking",The Sustainability Challenge | Dealing with Sustainability Challenges | The Purpose of Companies | Sustainable Business Models | Sustainable Asset Management | Sustainable banking | Climate risk & insurance | Steering the transition | Take-aways: what can you do?,"Steve Kennedy, Dirk Schoenmaker, Karen Maas, Eva Rood, Rob van Tulder, Erasmus University Rotterdam",Starts Jul 17,Flexible schedule,Approx. 16 hours.Learn at your own pace
Financial Risk Management with R,4.3 out of 5 stars,249 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/financial-risk-management-with-r,4 modules,"Risk Management, Probability Distribution, Financial Data, Time Series Analysis and Forecasting, Statistical Modeling, Financial Market, Market Data, Portfolio Management, R Programming, Securities (Finance), Statistical Programming, Risk Analysis, Financial Modeling, Financial Analysis","Introduction to R, Data Retrieval, and Return Calculation | Risk Management under Normal Distributions | Risk Management under Non-normal Distributions | Risk Management under Volatility Clustering","David Hsieh, Duke University",Starts Jul 17,Flexible schedule,Approx. 14 hours.Learn at your own pace
Microsoft Power BI and Power Platform for Productivity,4.4 out of 5 stars,539 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/microsoft-power-bi-and-power-platform-productivity,,"Power BI, Data Analysis Expressions (DAX), Microsoft Power Platform, Business Intelligence, Data Visualization, Dashboard, Microsoft Excel, Data Presentation, Excel Formulas, Data Transformation, Data Literacy, Spreadsheet Software","Data for Analysis with Microsoft Excel | Unlock the Power of Data with Power BI | Data Extract, Transform, and Load in Power BI | Modeling Data in Power BI | Analysis and Visualization of Data with Power BI | Creative Designing in Power BI | Copilot for Power BI | Introduction to Microsoft Power Platform | Use Power Platform for Custom & Automated Solutions | Power Virtual Agents",,Starts Jul 17,4 months,at 10 hours. a week
How to Start Your Own Business,4.5 out of 5 stars,1.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/start-your-own-business,,"Ideation, Entrepreneurship, Product Development, Financial Statement Analysis, Design Thinking, Lean Methodologies, Open Mindset, Value Propositions, New Product Development, Customer Acquisition Management, Balance Sheet, Financial Statements","Developing An Entrepreneurial Mindset: First Step Towards Success | The Search for Great Ideas: Harnessing creativity to empower innovation. | Planning: Principled, Proposing, Proofing, and Practicing to a Success Plan | Structure: Building the Frame for Business Growth | Launch Strategy: 5 Steps to Capstone Experience | Capstone - Launch Your Own Business!","David Wheeler, Ken Szymusiak, Forrest S. Carter, Michigan State University",Starts Jul 17,3 months,at 10 hours. a week
Optimization Methods in Asset Management,4.7 out of 5 stars,43 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/financial-engineering-optimizationmethods,6 modules,"Equities, Investment Management, Risk Analysis, Financial Market, Financial Trading, Portfolio Management, Financial Modeling, Asset Management, Risk Management, Securities Trading, Financial Analysis, Market Liquidity, Statistical Analysis, Statistical Methods, Market Dynamics",Course Overview | Mean-Variance Analysis and CAPM | Assignment week | Practical Issues in Implementing Mean Variance | Assignment Week | Other Applications of Financial Engineering,"Garud Iyengar, Ali Hirsa, Martin Haugh, Columbia University",Starts Jul 17,14 hours to complete,
Sustainable Cities and Communities,4.7 out of 5 stars,3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/sustainable-cities,,"Governance, Environment and Resource Management, Community Development, Environmental Social And Corporate Governance (ESG), Environmental Science, Environment, Systems Thinking, Sustainability Reporting, Public Policies, Socioeconomics, Landscape Architecture, Analysis","Greening the Economy: Sustainable Cities | Urban Nature: Connecting Cities, Sustainability and Innovation | Cities and Consumption: Urban Sustainability and the Sharing Economy","Prof. James Evans, Prof. Harriet Bulkeley, Dr. Yuliya Voytenko Palgan, Dr. Bernadett Kiss, Dr. Helen Toxopeus, Prof. Christine Wamsler, Kes McCormick, Prof.  Lena Neij, Lund University",Starts Jul 17,,
Calculus for Machine Learning and Data Science,4.8 out of 5 stars,864 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning-calculus,3 modules,"NumPy, Applied Mathematics, Deep Learning, Artificial Neural Networks, Machine Learning, Calculus, Derivatives, Visualization (Computer Graphics), Python Programming, Mathematical Modeling",Week 1 - Derivatives and Optimization | Week 2 - Gradients and Gradient Descent | Week 3 - Optimization in Neural Networks and Newton's Method,Luis Serrano,Starts Jul 17,Flexible schedule,Approx. 26 hours.Learn at your own pace
Managerial Accounting Fundamentals,4.8 out of 5 stars,810 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/uva-darden-managerial-accounting,4 modules,"Accounting, Management Accounting, Financial Data, Financial Analysis, Cost Benefit Analysis, Cost Management, Budget Management, Financial Accounting, Cost Accounting, Decision Making, Data Visualization",MANAGERIAL ACCOUNTING AND COST BEHAVIOR | COST-VOLUME-PROFIT ANALYSIS | COST ALLOCATION | RELEVANT COSTS AND BENEFITS,"Luann J. Lynch, University of Virginia",Starts Jul 17,Flexible schedule,Approx. 12 hours.Learn at your own pace
Engineering Project Management: Initiating and Planning,4.7 out of 5 stars,3.4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/initiating-planning,6 modules,"Communication Planning, Business Analysis, Organizational Structure, Project Documentation, Financial Analysis, Leadership, Stakeholder Management, Project Management, Project Planning, Project Scoping, Project Management Life Cycle, Peer Review, Planning, Requirements Management",Course Introduction | Project Management Overview | Project Organizations | Project Communications and Stakeholder Management | Project Integration Management | Case Study and Deliverables,"Tom Phalen, Kazimir Karwowski, Rice University",Starts Jul 17,Flexible schedule,Approx. 19 hours.Learn at your own pace
Renewable Energy,4.8 out of 5 stars,1.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/renewable-energy,,"Thermal Management, Energy and Utilities, Construction Management, Plant Operations and Management, Financial Analysis, Electric Power Systems, Electrical Systems, Systems Of Measurement, Project Management Life Cycle, Facility Operations, Project Management, Engineering",Renewable Energy Technology Fundamentals | Renewable Power and Electricity Systems | Renewable Energy Projects | Renewable Energy Futures,"Stephen R. Lawrence, Paul Komor, University of Colorado Boulder",Starts Jul 17,1 month,at 10 hours. a week
Databases for Data Scientists,4.7 out of 5 stars,1.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/databases-for-data-scientists,,"Database Design, Database Theory, Database Systems, Data Integrity, Database Application, SQL, Database Management Systems, NoSQL, Relational Databases, Database Management, Query Languages, Database Architecture and Administration",Relational Database Design | The Structured Query Language (SQL) | Advanced Topics and Future Trends in Database Technologies,"Di Wu, Alan Paradise, University of Colorado Boulder",Starts Jul 17,2 months,at 10 hours. a week
Discover the Art of Prompting,4.9 out of 5 stars,317 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/google-discover-the-art-of-prompting,1 module,"Prompt Engineering, Large Language Modeling, Content Creation, Technical Writing",Discover the Art of Prompting,,Starts Jul 17,Flexible schedule,Approx. 1 hourLearn at your own pace
Business Analytics,4.6 out of 5 stars,1.1K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/analytics,,"Machine Learning, Data Management, Power BI, Data Collection, Business Intelligence, Data Visualization, Data Governance, Exploratory Data Analysis, Data Quality, Data Presentation, Business Analysis, Marketing Analytics",Introduction to Applied Business Analytics | Introduction to Business Analytics: Communicating with Data | Tools for Exploratory Data Analysis in Business | Machine Learning Algorithms with R in Business Analytics | Applying Data Analytics in Marketing | Applying Data Analytics in Accounting,"Unnati Narang, Joseph T. Yun, Ronald Guymon, Gies College of Business, University of Illinois, Kevin Hartman, University of Illinois Urbana-Champaign",Starts Jul 17,2 months,at 10 hours. a week
Fundamentos Estratégicos Empresariales,4.7 out of 5 stars,1.6K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/fundamentos-empresariales,,"Governance, Marketing Planning, Financial Analysis, Financial Data, Operations Management, Organizational Structure, Organizational Strategy, Business Strategies, ISO 9000 Series, Quality Management, Corporate Strategy, Strategic Marketing",IntroducciÃ³n a la estrategia | IntroducciÃ³n a las finanzas | IntroducciÃ³n al mercado | IntroducciÃ³n a la calidad | EstratÃ©gicos empresariales: Proyecto final,"Daniel Roberto BÃ©jar LÃ³pez, Samira Barbosa VelÃ¡zquez, Norman Wolf del Valle, Universidad Nacional AutÃ³noma de MÃ©xico",Starts Jul 17,1 month,at 10 hours. a week
Computational Methods in Pricing and Model Calibration,4.4 out of 5 stars,41 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/financial-engineering-computationalmethods,5 modules,"Securities (Finance), Equities, Numerical Analysis, Mathematical Modeling, Derivatives, Python Programming, Regression Analysis, Financial Market, Financial Modeling, Algorithms, Statistical Methods, Probability Distribution, Financial Data",Course Overview | Option Pricing and Numerical Approach | Model Calibration | Interest Rates and Interest Rate Instruments Part I | Interest Rates and Interest Rate Instruments Part II,"Garud Iyengar, Ali Hirsa, Martin Haugh, Columbia University",Starts Jul 17,24 hours to complete,
